qid,method,retrieved_doc_ids,relevant_doc_ids,hit,reciprocal_rank,recall_at_k,ndcg_at_k,context_precision,faithfulness,latency_ms,latency_breakdown
q46,hybrid,"['git-remotes', 'git-tags', 'git-stash', 'http-caching', 'docker-compose']",['git-tags'],True,0.5,"{1: 0.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 0.0, 3: 0.6309297535714575, 5: 0.6309297535714575, 10: 0.6309297535714575}",0.2,1.0,10.295,"{'bm25': 0.207, 'dense': 10.001, 'fusion': 0.087, 'total_ms': 10.295}"
q47,hybrid,"['fastapi-security', 'sql-indexes', 'bm25-explained', 'http-caching', 'numpy-views-copies', 'vector-databases', 'embeddings-similarity', 'sql-transactions']",['fastapi-security'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,9.167,"{'bm25': 0.236, 'dense': 8.843, 'fusion': 0.087, 'total_ms': 9.167}"
q48,hybrid,"['vector-databases', 'embeddings-similarity', 'sql-indexes', 'numpy-broadcasting']","['vector-databases', 'embeddings-similarity']",True,1.0,"{1: 0.5, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.5,1.0,9.677,"{'bm25': 0.25, 'dense': 9.342, 'fusion': 0.085, 'total_ms': 9.677}"
q49,hybrid,"['git-remotes', 'git-branching', 'git-tags', 'git-stash', 'git-reset-revert']",['git-remotes'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,9.058,"{'bm25': 0.25, 'dense': 8.713, 'fusion': 0.096, 'total_ms': 9.058}"
q50,hybrid,"['sql-transactions', 'http-status-codes', 'git-branching', 'http-caching', 'rest-http-methods', 'git-reset-revert', 'fastapi-security']",['sql-transactions'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,8.902,"{'bm25': 0.261, 'dense': 8.551, 'fusion': 0.09, 'total_ms': 8.902}"
q01,hybrid_rerank,"['git-branching', 'git-remotes', 'git-tags', 'python-venv', 'git-reset-revert']",['git-branching'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,108.225,"{'bm25': 0.466, 'dense': 10.657, 'fusion': 0.13, 'rerank': 96.972, 'total_ms': 108.225}"
q02,hybrid_rerank,"['git-branching', 'git-remotes', 'pandas-merge-join', 'git-reset-revert', 'git-stash', 'git-tags']",['git-branching'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,126.409,"{'bm25': 0.267, 'dense': 10.872, 'fusion': 0.133, 'rerank': 115.138, 'total_ms': 126.409}"
q03,hybrid_rerank,"['git-branching', 'git-remotes', 'git-reset-revert', 'sql-transactions', 'git-tags']",['git-branching'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,124.453,"{'bm25': 0.266, 'dense': 8.424, 'fusion': 0.105, 'rerank': 115.658, 'total_ms': 124.453}"
q04,hybrid_rerank,"['git-reset-revert', 'git-tags', 'git-stash', 'git-branching', 'git-remotes']",['git-reset-revert'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,134.358,"{'bm25': 0.319, 'dense': 9.498, 'fusion': 0.107, 'rerank': 124.435, 'total_ms': 134.358}"
q05,hybrid_rerank,"['git-reset-revert', 'git-branching', 'git-remotes', 'pytest-mocking', 'sql-transactions', 'git-tags', 'git-stash']",['git-reset-revert'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,105.515,"{'bm25': 0.339, 'dense': 9.996, 'fusion': 0.11, 'rerank': 95.069, 'total_ms': 105.515}"
q06,hybrid_rerank,"['git-stash', 'git-tags', 'git-remotes', 'git-reset-revert', 'git-branching']",['git-stash'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,138.497,"{'bm25': 0.415, 'dense': 10.882, 'fusion': 0.126, 'rerank': 127.074, 'total_ms': 138.497}"
q07,hybrid_rerank,"['git-stash', 'git-reset-revert', 'dockerfile-best-practices', 'pandas-missing-data', 'rag-overview', 'docker-volumes']",['git-stash'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,126.586,"{'bm25': 0.221, 'dense': 9.354, 'fusion': 0.119, 'rerank': 116.891, 'total_ms': 126.586}"
q08,hybrid_rerank,"['docker-images-containers', 'docker-compose', 'docker-volumes', 'dockerfile-best-practices']",['docker-images-containers'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.25,1.0,107.68,"{'bm25': 0.313, 'dense': 8.916, 'fusion': 0.115, 'rerank': 98.335, 'total_ms': 107.68}"
q09,hybrid_rerank,"['dockerfile-best-practices', 'docker-images-containers', 'python-venv', 'docker-compose', 'docker-volumes', 'git-remotes']",['dockerfile-best-practices'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,114.85,"{'bm25': 0.342, 'dense': 8.451, 'fusion': 0.109, 'rerank': 105.948, 'total_ms': 114.85}"
q10,hybrid_rerank,"['docker-compose', 'docker-images-containers', 'docker-volumes', 'dockerfile-best-practices', 'sql-transactions']",['docker-compose'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,100.456,"{'bm25': 0.273, 'dense': 9.452, 'fusion': 0.106, 'rerank': 90.624, 'total_ms': 100.456}"
q11,hybrid_rerank,"['fastapi-basics', 'fastapi-security', 'fastapi-async', 'bm25-explained', 'rag-overview', 'docker-compose', 'git-remotes']",['fastapi-basics'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,103.132,"{'bm25': 0.204, 'dense': 7.966, 'fusion': 0.095, 'rerank': 94.866, 'total_ms': 103.132}"
q12,hybrid_rerank,"['fastapi-basics', 'fastapi-security', 'fastapi-async', 'rest-http-methods', 'http-status-codes']",['fastapi-basics'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,101.48,"{'bm25': 0.257, 'dense': 8.172, 'fusion': 0.105, 'rerank': 92.946, 'total_ms': 101.48}"
q13,hybrid_rerank,"['fastapi-async', 'fastapi-basics', 'fastapi-security', 'pip-vs-conda', 'pytest-assertions']",['fastapi-async'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,84.555,"{'bm25': 0.256, 'dense': 9.054, 'fusion': 0.1, 'rerank': 75.144, 'total_ms': 84.555}"
q14,hybrid_rerank,"['fastapi-async', 'fastapi-security', 'fastapi-basics', 'git-branching', 'numpy-dtypes', 'python-venv', 'git-remotes']",['fastapi-async'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,106.531,"{'bm25': 0.183, 'dense': 8.313, 'fusion': 0.105, 'rerank': 97.931, 'total_ms': 106.531}"
q15,hybrid_rerank,"['numpy-broadcasting', 'numpy-dtypes', 'numpy-views-copies', 'pip-vs-conda', 'fastapi-basics', 'bm25-explained', 'fastapi-async', 'pytest-mocking']",['numpy-broadcasting'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,78.06,"{'bm25': 0.208, 'dense': 8.263, 'fusion': 0.093, 'rerank': 69.495, 'total_ms': 78.06}"
q16,hybrid_rerank,"['numpy-views-copies', 'numpy-dtypes', 'numpy-broadcasting', 'git-branching', 'sql-joins', 'pandas-groupby']",['numpy-views-copies'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,107.3,"{'bm25': 0.277, 'dense': 8.781, 'fusion': 0.104, 'rerank': 98.138, 'total_ms': 107.3}"
q17,hybrid_rerank,"['pandas-merge-join', 'pandas-groupby', 'git-branching', 'pytest-fixtures', 'git-remotes', 'reranking-crossencoder', 'http-caching']",['pandas-merge-join'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,86.217,"{'bm25': 0.252, 'dense': 8.114, 'fusion': 0.099, 'rerank': 77.752, 'total_ms': 86.217}"
q18,hybrid_rerank,"['pandas-missing-data', 'pandas-groupby', 'pandas-merge-join', 'sql-joins', 'sql-indexes']",['pandas-missing-data'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,110.372,"{'bm25': 0.305, 'dense': 8.609, 'fusion': 0.098, 'rerank': 101.36, 'total_ms': 110.372}"
q19,hybrid_rerank,"['python-venv', 'pip-vs-conda', 'fastapi-basics', 'git-branching', 'docker-volumes', 'numpy-dtypes']",['python-venv'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,109.418,"{'bm25': 0.299, 'dense': 8.444, 'fusion': 0.095, 'rerank': 100.581, 'total_ms': 109.418}"
q20,hybrid_rerank,"['pip-vs-conda', 'python-venv', 'sql-indexes', 'git-reset-revert', 'pandas-merge-join', 'sql-transactions', 'fastapi-security', 'git-branching']",['pip-vs-conda'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,106.628,"{'bm25': 0.199, 'dense': 8.601, 'fusion': 0.11, 'rerank': 97.718, 'total_ms': 106.628}"
q21,hybrid_rerank,"['pytest-fixtures', 'pytest-assertions', 'pytest-mocking', 'fastapi-security', 'fastapi-basics', 'pip-vs-conda']",['pytest-fixtures'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,107.308,"{'bm25': 0.246, 'dense': 8.246, 'fusion': 0.095, 'rerank': 98.721, 'total_ms': 107.308}"
q22,hybrid_rerank,"['pytest-assertions', 'pytest-fixtures', 'numpy-dtypes', 'numpy-broadcasting', 'pytest-mocking', 'fastapi-security', 'fastapi-basics']",['pytest-assertions'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,85.886,"{'bm25': 0.333, 'dense': 9.429, 'fusion': 0.109, 'rerank': 76.014, 'total_ms': 85.886}"
q23,hybrid_rerank,"['rest-http-methods', 'http-caching', 'vector-databases', 'fastapi-async', 'git-remotes', 'fastapi-basics', 'reranking-crossencoder', 'http-status-codes', 'rag-overview']",['rest-http-methods'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,84.565,"{'bm25': 0.187, 'dense': 9.048, 'fusion': 0.121, 'rerank': 75.209, 'total_ms': 84.565}"
q24,hybrid_rerank,"['http-status-codes', 'http-caching', 'git-remotes', 'rest-http-methods', 'bm25-explained', 'fastapi-security', 'docker-volumes']","['http-status-codes', 'rest-http-methods']",True,1.0,"{1: 0.5, 3: 0.5, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 0.6131471927654584, 5: 0.8772153153380493, 10: 0.8772153153380493}",0.4,1.0,87.892,"{'bm25': 0.251, 'dense': 9.765, 'fusion': 0.113, 'rerank': 77.763, 'total_ms': 87.892}"
q25,hybrid_rerank,"['http-status-codes', 'fastapi-security', 'rest-http-methods', 'http-caching', 'git-tags', 'git-remotes', 'fastapi-basics']",['http-status-codes'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,112.103,"{'bm25': 0.369, 'dense': 10.37, 'fusion': 0.131, 'rerank': 101.232, 'total_ms': 112.103}"
q26,hybrid_rerank,"['sql-indexes', 'vector-databases', 'sql-joins', 'pandas-merge-join', 'embeddings-similarity', 'reranking-crossencoder']",['sql-indexes'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,86.807,"{'bm25': 0.296, 'dense': 8.151, 'fusion': 0.103, 'rerank': 78.257, 'total_ms': 86.807}"
q27,hybrid_rerank,"['sql-joins', 'pandas-merge-join', 'sql-indexes', 'pandas-groupby', 'numpy-views-copies', 'fastapi-security', 'http-status-codes']",['sql-joins'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,83.744,"{'bm25': 0.233, 'dense': 10.134, 'fusion': 0.122, 'rerank': 73.256, 'total_ms': 83.744}"
q28,hybrid_rerank,"['rag-overview', 'bm25-explained', 'embeddings-similarity', 'reranking-crossencoder', 'vector-databases', 'rest-http-methods', 'http-caching']",['rag-overview'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,113.325,"{'bm25': 0.308, 'dense': 10.75, 'fusion': 0.135, 'rerank': 102.132, 'total_ms': 113.325}"
q29,hybrid_rerank,"['embeddings-similarity', 'numpy-broadcasting', 'pytest-assertions', 'reranking-crossencoder', 'sql-joins', 'numpy-dtypes', 'bm25-explained', 'rest-http-methods']",['embeddings-similarity'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,86.001,"{'bm25': 0.267, 'dense': 9.016, 'fusion': 0.105, 'rerank': 76.614, 'total_ms': 86.001}"
q30,hybrid_rerank,"['bm25-explained', 'reranking-crossencoder', 'embeddings-similarity', 'rag-overview', 'vector-databases']","['bm25-explained', 'reranking-crossencoder']",True,1.0,"{1: 0.5, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.4,1.0,86.534,"{'bm25': 0.278, 'dense': 8.889, 'fusion': 0.118, 'rerank': 77.249, 'total_ms': 86.534}"
q31,hybrid_rerank,"['reranking-crossencoder', 'sql-indexes', 'embeddings-similarity', 'sql-joins', 'bm25-explained', 'fastapi-security', 'git-branching', 'rag-overview']",['reranking-crossencoder'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,115.822,"{'bm25': 0.355, 'dense': 11.224, 'fusion': 0.129, 'rerank': 104.113, 'total_ms': 115.822}"
q32,hybrid_rerank,"['reranking-crossencoder', 'pandas-groupby', 'pandas-merge-join', 'sql-joins', 'bm25-explained', 'dockerfile-best-practices']",['reranking-crossencoder'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,80.329,"{'bm25': 0.186, 'dense': 7.506, 'fusion': 0.093, 'rerank': 72.544, 'total_ms': 80.329}"
q33,hybrid_rerank,"['bm25-explained', 'reranking-crossencoder', 'sql-transactions', 'http-caching', 'http-status-codes', 'rest-http-methods', 'rag-overview']",['bm25-explained'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,83.433,"{'bm25': 0.156, 'dense': 7.995, 'fusion': 0.097, 'rerank': 75.185, 'total_ms': 83.433}"
q34,hybrid_rerank,"['numpy-views-copies', 'numpy-dtypes', 'numpy-broadcasting', 'docker-images-containers', 'vector-databases']",['numpy-views-copies'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,90.709,"{'bm25': 0.419, 'dense': 10.23, 'fusion': 0.107, 'rerank': 79.953, 'total_ms': 90.709}"
q35,hybrid_rerank,"['git-stash', 'git-reset-revert', 'git-remotes', 'fastapi-async', 'git-branching', 'fastapi-security']",['git-stash'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,113.572,"{'bm25': 0.332, 'dense': 10.947, 'fusion': 0.142, 'rerank': 102.15, 'total_ms': 113.572}"
q36,hybrid_rerank,"['git-remotes', 'git-branching', 'git-reset-revert', 'docker-volumes', 'git-tags', 'python-venv']",['git-remotes'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,110.846,"{'bm25': 0.396, 'dense': 10.382, 'fusion': 0.144, 'rerank': 99.924, 'total_ms': 110.846}"
q37,hybrid_rerank,"['docker-volumes', 'docker-images-containers', 'sql-indexes', 'docker-compose', 'rest-http-methods', 'pandas-missing-data', 'git-stash']",['docker-volumes'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,107.307,"{'bm25': 0.419, 'dense': 10.131, 'fusion': 0.139, 'rerank': 96.619, 'total_ms': 107.307}"
q38,hybrid_rerank,"['docker-volumes', 'docker-compose', 'docker-images-containers', 'dockerfile-best-practices', 'git-remotes', 'git-branching']",['docker-volumes'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,93.492,"{'bm25': 0.48, 'dense': 12.611, 'fusion': 0.155, 'rerank': 80.246, 'total_ms': 93.492}"
q39,hybrid_rerank,"['http-caching', 'rest-http-methods', 'http-status-codes', 'git-reset-revert']",['http-caching'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.25,1.0,91.697,"{'bm25': 0.471, 'dense': 12.08, 'fusion': 0.153, 'rerank': 78.994, 'total_ms': 91.697}"
q40,hybrid_rerank,"['fastapi-security', 'fastapi-basics', 'fastapi-async', 'pytest-fixtures', 'pytest-assertions', 'http-caching', 'git-tags']",['fastapi-security'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,123.33,"{'bm25': 0.522, 'dense': 12.218, 'fusion': 0.144, 'rerank': 110.447, 'total_ms': 123.33}"
q41,hybrid_rerank,"['pandas-groupby', 'pandas-merge-join', 'pandas-missing-data', 'sql-indexes', 'numpy-broadcasting']",['pandas-groupby'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,99.811,"{'bm25': 0.46, 'dense': 9.64, 'fusion': 0.118, 'rerank': 89.593, 'total_ms': 99.811}"
q42,hybrid_rerank,"['numpy-dtypes', 'numpy-broadcasting', 'numpy-views-copies', 'pytest-assertions']",['numpy-dtypes'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.25,1.0,117.67,"{'bm25': 0.356, 'dense': 10.947, 'fusion': 0.135, 'rerank': 106.233, 'total_ms': 117.67}"
q43,hybrid_rerank,"['pytest-mocking', 'pytest-fixtures', 'pandas-groupby', 'docker-compose', 'python-venv', 'http-caching', 'pytest-assertions']",['pytest-mocking'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,90.157,"{'bm25': 0.359, 'dense': 9.346, 'fusion': 0.109, 'rerank': 80.343, 'total_ms': 90.157}"
q44,hybrid_rerank,"['sql-transactions', 'numpy-broadcasting', 'numpy-views-copies', 'http-caching', 'git-reset-revert', 'pytest-assertions', 'pandas-missing-data', 'sql-joins']",['sql-transactions'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,88.455,"{'bm25': 0.393, 'dense': 9.294, 'fusion': 0.107, 'rerank': 78.661, 'total_ms': 88.455}"
q45,hybrid_rerank,"['git-tags', 'git-branching', 'pytest-mocking', 'git-stash', 'git-remotes', 'git-reset-revert']",['git-tags'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,133.313,"{'bm25': 0.387, 'dense': 9.876, 'fusion': 0.109, 'rerank': 122.94, 'total_ms': 133.313}"
q46,hybrid_rerank,"['git-remotes', 'git-tags', 'git-stash', 'docker-volumes', 'git-branching']",['git-tags'],True,0.5,"{1: 0.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 0.0, 3: 0.6309297535714575, 5: 0.6309297535714575, 10: 0.6309297535714575}",0.2,1.0,105.602,"{'bm25': 0.299, 'dense': 9.123, 'fusion': 0.106, 'rerank': 96.073, 'total_ms': 105.602}"
q47,hybrid_rerank,"['fastapi-security', 'http-caching', 'numpy-views-copies', 'sql-indexes', 'bm25-explained', 'git-branching', 'git-reset-revert', 'docker-volumes', 'vector-databases']",['fastapi-security'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,113.626,"{'bm25': 0.372, 'dense': 10.319, 'fusion': 0.131, 'rerank': 102.804, 'total_ms': 113.626}"
q48,hybrid_rerank,"['embeddings-similarity', 'vector-databases', 'sql-indexes', 'reranking-crossencoder', 'pytest-assertions', 'numpy-broadcasting']","['vector-databases', 'embeddings-similarity']",True,1.0,"{1: 0.5, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.4,1.0,92.335,"{'bm25': 0.345, 'dense': 10.216, 'fusion': 0.105, 'rerank': 81.669, 'total_ms': 92.335}"
q49,hybrid_rerank,"['git-remotes', 'git-tags', 'git-branching', 'git-stash', 'git-reset-revert']",['git-remotes'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,134.161,"{'bm25': 0.423, 'dense': 10.606, 'fusion': 0.112, 'rerank': 123.02, 'total_ms': 134.161}"
q50,hybrid_rerank,"['sql-transactions', 'http-caching', 'http-status-codes', 'reranking-crossencoder', 'fastapi-async', 'fastapi-security', 'embeddings-similarity']",['sql-transactions'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,89.459,"{'bm25': 0.355, 'dense': 9.36, 'fusion': 0.103, 'rerank': 79.641, 'total_ms': 89.459}"
